      0,29: B1<-C11: target-info([day=1, hour=0, minute=0, total-minute=0, latitude=33.857143, longitude=128.358333, x=9, y=8, x-100=950, y-100=850, id=Seabreeze, entity-type=oil-tanker, value=10, speed=0.0, heading=90, direction=east, cargo=crude oil, country=South Korea, info-type=new-target, source-sensor=ais-sensor, port-achieved=false, port-id=none, previous-port=none])
      112,1243: B1<-C11: target-info([day=2, hour=4, minute=0, total-minute=1680, latitude=34.081143, longitude=129.408333, x=13, y=7, x-100=1310, y-100=752, id=Seabreeze, entity-type=oil-tanker, value=10, speed=6.0, heading=271, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Fukuoka])
      112,1244: B1<-C11: target-info([day=2, hour=4, minute=0, total-minute=1680, latitude=33.980571, longitude=130.178333, x=15, y=7, x-100=1574, y-100=796, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=332, direction=north, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Busan, previous-port=Fukuoka])
      113,1253: B1<-C11: target-info([day=2, hour=4, minute=15, total-minute=1695, latitude=34.081143, longitude=129.390833, x=13, y=7, x-100=1304, y-100=752, id=Seabreeze, entity-type=oil-tanker, value=10, speed=6.0, heading=271, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Fukuoka])
      113,1254: B1<-C11: target-info([day=2, hour=4, minute=15, total-minute=1695, latitude=34.014857, longitude=130.114167, x=15, y=7, x-100=1552, y-100=781, id=Shinkai, entity-type=oil-tanker, value=10, speed=15.0, heading=279, direction=west, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=none, previous-port=Fukuoka])
      114,1264: B1<-C11: target-info([day=2, hour=4, minute=30, total-minute=1710, latitude=34.081143, longitude=129.373333, x=12, y=7, x-100=1298, y-100=752, id=Seabreeze, entity-type=oil-tanker, value=10, speed=6.0, heading=271, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Fukuoka])
      114,1265: B1<-C11: target-info([day=2, hour=4, minute=30, total-minute=1710, latitude=34.026286, longitude=130.026667, x=15, y=7, x-100=1522, y-100=776, id=Shinkai, entity-type=oil-tanker, value=10, speed=30.0, heading=279, direction=west, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=none, previous-port=Fukuoka])
      115,1284: B1<-C11: target-info([day=2, hour=4, minute=45, total-minute=1725, latitude=34.037714, longitude=129.939167, x=14, y=7, x-100=1492, y-100=771, id=Shinkai, entity-type=oil-tanker, value=10, speed=30.0, heading=279, direction=west, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Fukuoka])
      115,1285: B1<-C11: target-info([day=2, hour=4, minute=45, total-minute=1725, latitude=34.081143, longitude=129.373333, x=12, y=7, x-100=1298, y-100=752, id=Seabreeze, entity-type=oil-tanker, value=10, speed=0.0, heading=271, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=true, port-id=Tsushima, previous-port=Fukuoka])
      116,1292: B1<-C11: target-info([day=2, hour=5, minute=0, total-minute=1740, latitude=34.042286, longitude=129.886667, x=14, y=7, x-100=1474, y-100=769, id=Shinkai, entity-type=oil-tanker, value=10, speed=9.0, heading=275, direction=west, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Fukuoka])
      116,1293: B1<-C11: target-info([day=2, hour=5, minute=0, total-minute=1740, latitude=34.081143, longitude=129.373333, x=12, y=7, x-100=1298, y-100=752, id=Seabreeze, entity-type=oil-tanker, value=10, speed=0.0, heading=271, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=true, port-id=Tsushima, previous-port=Fukuoka])
      117,1300: B1<-C11: target-info([day=2, hour=5, minute=15, total-minute=1755, latitude=34.081143, longitude=129.373333, x=12, y=7, x-100=1298, y-100=752, id=Seabreeze, entity-type=oil-tanker, value=10, speed=0.0, heading=271, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=true, port-id=Tsushima, previous-port=Fukuoka])
      117,1301: B1<-C11: target-info([day=2, hour=5, minute=15, total-minute=1755, latitude=34.046857, longitude=129.834167, x=14, y=7, x-100=1456, y-100=767, id=Shinkai, entity-type=oil-tanker, value=10, speed=18.0, heading=275, direction=west, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Fukuoka])
      118,1308: B1<-C11: target-info([day=2, hour=5, minute=30, total-minute=1770, latitude=34.051429, longitude=129.781667, x=14, y=7, x-100=1438, y-100=765, id=Shinkai, entity-type=oil-tanker, value=10, speed=18.0, heading=275, direction=west, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Fukuoka])
      118,1309: B1<-C11: target-info([day=2, hour=5, minute=30, total-minute=1770, latitude=34.081143, longitude=129.373333, x=12, y=7, x-100=1298, y-100=752, id=Seabreeze, entity-type=oil-tanker, value=10, speed=0.0, heading=271, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=true, port-id=Tsushima, previous-port=Fukuoka])
      119,1316: B1<-C11: target-info([day=2, hour=5, minute=45, total-minute=1785, latitude=34.056, longitude=129.729167, x=14, y=7, x-100=1420, y-100=763, id=Shinkai, entity-type=oil-tanker, value=10, speed=18.0, heading=275, direction=west, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Fukuoka])
      119,1317: B1<-C11: target-info([day=2, hour=5, minute=45, total-minute=1785, latitude=34.081143, longitude=129.373333, x=12, y=7, x-100=1298, y-100=752, id=Seabreeze, entity-type=oil-tanker, value=10, speed=0.0, heading=271, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=true, port-id=Tsushima, previous-port=Fukuoka])
      120,1325: B1<-C11: target-info([day=2, hour=6, minute=0, total-minute=1800, latitude=34.074286, longitude=129.361667, x=12, y=7, x-100=1294, y-100=755, id=Seabreeze, entity-type=oil-tanker, value=10, speed=3.0, heading=194, direction=south, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=none, previous-port=Tsushima])
      120,1326: B1<-C11: target-info([day=2, hour=6, minute=0, total-minute=1800, latitude=34.060571, longitude=129.676667, x=14, y=7, x-100=1402, y-100=761, id=Shinkai, entity-type=oil-tanker, value=10, speed=18.0, heading=275, direction=west, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Fukuoka])
      121,1336: B1<-C11: target-info([day=2, hour=6, minute=15, total-minute=1815, latitude=34.065143, longitude=129.624167, x=13, y=7, x-100=1384, y-100=759, id=Shinkai, entity-type=oil-tanker, value=10, speed=18.0, heading=275, direction=west, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Fukuoka])
      121,1337: B1<-C11: target-info([day=2, hour=6, minute=15, total-minute=1815, latitude=34.060571, longitude=129.35875, x=12, y=7, x-100=1293, y-100=761, id=Seabreeze, entity-type=oil-tanker, value=10, speed=6.0, heading=194, direction=south, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=none, previous-port=Tsushima])
      122,1355: B1<-C11: target-info([day=2, hour=6, minute=30, total-minute=1830, latitude=34.046857, longitude=129.355833, x=12, y=7, x-100=1292, y-100=767, id=Seabreeze, entity-type=oil-tanker, value=10, speed=6.0, heading=194, direction=south, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Nagasaki, previous-port=Tsushima])
      122,1356: B1<-C11: target-info([day=2, hour=6, minute=30, total-minute=1830, latitude=34.067429, longitude=129.606667, x=13, y=7, x-100=1378, y-100=758, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=275, direction=west, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Fukuoka])
      123,1365: B1<-C11: target-info([day=2, hour=6, minute=45, total-minute=1845, latitude=34.033143, longitude=129.352917, x=12, y=7, x-100=1291, y-100=773, id=Seabreeze, entity-type=oil-tanker, value=10, speed=6.0, heading=194, direction=south, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Nagasaki, previous-port=Tsushima])
      123,1366: B1<-C11: target-info([day=2, hour=6, minute=45, total-minute=1845, latitude=34.069714, longitude=129.589167, x=13, y=7, x-100=1372, y-100=757, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=275, direction=west, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Fukuoka])
      124,1375: B1<-C11: target-info([day=2, hour=7, minute=0, total-minute=1860, latitude=34.019429, longitude=129.35, x=12, y=7, x-100=1290, y-100=779, id=Seabreeze, entity-type=oil-tanker, value=10, speed=6.0, heading=194, direction=south, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Nagasaki, previous-port=Tsushima])
      124,1376: B1<-C11: target-info([day=2, hour=7, minute=0, total-minute=1860, latitude=34.072, longitude=129.571667, x=13, y=7, x-100=1366, y-100=756, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=275, direction=west, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Fukuoka])
      125,1385: B1<-C11: target-info([day=2, hour=7, minute=15, total-minute=1875, latitude=34.074286, longitude=129.554167, x=13, y=7, x-100=1360, y-100=755, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=275, direction=west, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Fukuoka])
      125,1386: B1<-C11: target-info([day=2, hour=7, minute=15, total-minute=1875, latitude=34.005714, longitude=129.347083, x=12, y=7, x-100=1289, y-100=785, id=Seabreeze, entity-type=oil-tanker, value=10, speed=6.0, heading=194, direction=south, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Nagasaki, previous-port=Tsushima])
      126,1395: B1<-C11: target-info([day=2, hour=7, minute=30, total-minute=1890, latitude=34.076571, longitude=129.536667, x=13, y=7, x-100=1354, y-100=754, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=275, direction=west, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Fukuoka])
      126,1396: B1<-C11: target-info([day=2, hour=7, minute=30, total-minute=1890, latitude=33.992, longitude=129.344167, x=12, y=7, x-100=1288, y-100=791, id=Seabreeze, entity-type=oil-tanker, value=10, speed=6.0, heading=194, direction=south, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Nagasaki, previous-port=Tsushima])
      127,1405: B1<-C11: target-info([day=2, hour=7, minute=45, total-minute=1905, latitude=33.978286, longitude=129.34125, x=12, y=7, x-100=1287, y-100=797, id=Seabreeze, entity-type=oil-tanker, value=10, speed=6.0, heading=194, direction=south, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Nagasaki, previous-port=Tsushima])
      127,1406: B1<-C11: target-info([day=2, hour=7, minute=45, total-minute=1905, latitude=34.078857, longitude=129.519167, x=13, y=7, x-100=1348, y-100=753, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=275, direction=west, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Fukuoka])
      128,1415: B1<-C11: target-info([day=2, hour=8, minute=0, total-minute=1920, latitude=33.964571, longitude=129.338333, x=12, y=8, x-100=1286, y-100=803, id=Seabreeze, entity-type=oil-tanker, value=10, speed=6.0, heading=194, direction=south, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Nagasaki, previous-port=Tsushima])
      128,1416: B1<-C11: target-info([day=2, hour=8, minute=0, total-minute=1920, latitude=34.081143, longitude=129.501667, x=13, y=7, x-100=1342, y-100=752, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=275, direction=west, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Fukuoka])
      129,1425: B1<-C11: target-info([day=2, hour=8, minute=15, total-minute=1935, latitude=33.925714, longitude=129.326667, x=12, y=8, x-100=1282, y-100=820, id=Seabreeze, entity-type=oil-tanker, value=10, speed=18.0, heading=194, direction=south, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Nagasaki, previous-port=Tsushima])
      129,1426: B1<-C11: target-info([day=2, hour=8, minute=15, total-minute=1935, latitude=34.083429, longitude=129.484167, x=13, y=7, x-100=1336, y-100=751, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=275, direction=west, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Fukuoka])
      130,1435: B1<-C11: target-info([day=2, hour=8, minute=30, total-minute=1950, latitude=34.083429, longitude=129.466667, x=13, y=7, x-100=1330, y-100=751, id=Shinkai, entity-type=oil-tanker, value=10, speed=3.0, heading=271, direction=west, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Fukuoka])
      130,1436: B1<-C11: target-info([day=2, hour=8, minute=30, total-minute=1950, latitude=33.886857, longitude=129.315, x=12, y=8, x-100=1278, y-100=837, id=Seabreeze, entity-type=oil-tanker, value=10, speed=18.0, heading=194, direction=south, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Nagasaki, previous-port=Tsushima])
      131,1445: B1<-C11: target-info([day=2, hour=8, minute=45, total-minute=1965, latitude=33.848, longitude=129.303333, x=12, y=8, x-100=1274, y-100=854, id=Seabreeze, entity-type=oil-tanker, value=10, speed=18.0, heading=194, direction=south, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Nagasaki, previous-port=Tsushima])
      131,1446: B1<-C11: target-info([day=2, hour=8, minute=45, total-minute=1965, latitude=34.083429, longitude=129.449167, x=13, y=7, x-100=1324, y-100=751, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=271, direction=west, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Fukuoka])
      132,1455: B1<-C11: target-info([day=2, hour=9, minute=0, total-minute=1980, latitude=34.083429, longitude=129.431667, x=13, y=7, x-100=1318, y-100=751, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=271, direction=west, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Fukuoka])
      132,1456: B1<-C11: target-info([day=2, hour=9, minute=0, total-minute=1980, latitude=33.809143, longitude=129.291667, x=12, y=8, x-100=1270, y-100=871, id=Seabreeze, entity-type=oil-tanker, value=10, speed=18.0, heading=194, direction=south, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Nagasaki, previous-port=Tsushima])
      133,1465: B1<-C11: target-info([day=2, hour=9, minute=15, total-minute=1995, latitude=34.083429, longitude=129.414167, x=13, y=7, x-100=1312, y-100=751, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=271, direction=west, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Fukuoka])
      133,1466: B1<-C11: target-info([day=2, hour=9, minute=15, total-minute=1995, latitude=33.770286, longitude=129.28, x=12, y=8, x-100=1266, y-100=888, id=Seabreeze, entity-type=oil-tanker, value=10, speed=18.0, heading=194, direction=south, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Nagasaki, previous-port=Tsushima])
      134,1475: B1<-C11: target-info([day=2, hour=9, minute=30, total-minute=2010, latitude=34.083429, longitude=129.396667, x=13, y=7, x-100=1306, y-100=751, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=271, direction=west, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Fukuoka])
      134,1476: B1<-C11: target-info([day=2, hour=9, minute=30, total-minute=2010, latitude=33.731429, longitude=129.268333, x=12, y=9, x-100=1262, y-100=905, id=Seabreeze, entity-type=oil-tanker, value=10, speed=18.0, heading=194, direction=south, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Nagasaki, previous-port=Tsushima])
      135,1485: B1<-C11: target-info([day=2, hour=9, minute=45, total-minute=2025, latitude=34.083429, longitude=129.379167, x=13, y=7, x-100=1300, y-100=751, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=271, direction=west, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Fukuoka])
      135,1486: B1<-C11: target-info([day=2, hour=9, minute=45, total-minute=2025, latitude=33.692571, longitude=129.277083, x=12, y=9, x-100=1265, y-100=922, id=Seabreeze, entity-type=oil-tanker, value=10, speed=9.0, heading=148, direction=south, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=none, previous-port=Tsushima])
      136,1496: B1<-C11: target-info([day=2, hour=10, minute=0, total-minute=2040, latitude=34.083429, longitude=129.361667, x=12, y=7, x-100=1294, y-100=751, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=271, direction=west, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Tsushima, previous-port=Fukuoka])
      136,1497: B1<-C11: target-info([day=2, hour=10, minute=0, total-minute=2040, latitude=33.658286, longitude=129.30625, x=12, y=9, x-100=1275, y-100=937, id=Seabreeze, entity-type=oil-tanker, value=10, speed=18.0, heading=148, direction=south, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=none, previous-port=Tsushima])
      137,1516: B1<-C11: target-info([day=2, hour=10, minute=15, total-minute=2055, latitude=34.083429, longitude=129.361667, x=12, y=7, x-100=1294, y-100=751, id=Shinkai, entity-type=oil-tanker, value=10, speed=0.0, heading=271, direction=west, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=true, port-id=Tsushima, previous-port=Fukuoka])
      137,1517: B1<-C11: target-info([day=2, hour=10, minute=15, total-minute=2055, latitude=33.624, longitude=129.335417, x=12, y=9, x-100=1285, y-100=952, id=Seabreeze, entity-type=oil-tanker, value=10, speed=18.0, heading=148, direction=south, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Nagasaki, previous-port=Tsushima])
      138,1524: B1<-C11: target-info([day=2, hour=10, minute=30, total-minute=2070, latitude=34.083429, longitude=129.361667, x=12, y=7, x-100=1294, y-100=751, id=Shinkai, entity-type=oil-tanker, value=10, speed=0.0, heading=271, direction=west, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=true, port-id=Tsushima, previous-port=Fukuoka])
      138,1525: B1<-C11: target-info([day=2, hour=10, minute=30, total-minute=2070, latitude=33.589714, longitude=129.364583, x=12, y=9, x-100=1295, y-100=967, id=Seabreeze, entity-type=oil-tanker, value=10, speed=18.0, heading=148, direction=south, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Nagasaki, previous-port=Tsushima])
      139,1532: B1<-C11: target-info([day=2, hour=10, minute=45, total-minute=2085, latitude=34.083429, longitude=129.361667, x=12, y=7, x-100=1294, y-100=751, id=Shinkai, entity-type=oil-tanker, value=10, speed=0.0, heading=271, direction=west, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=true, port-id=Tsushima, previous-port=Fukuoka])
      139,1533: B1<-C11: target-info([day=2, hour=10, minute=45, total-minute=2085, latitude=33.555429, longitude=129.39375, x=13, y=9, x-100=1305, y-100=982, id=Seabreeze, entity-type=oil-tanker, value=10, speed=18.0, heading=148, direction=south, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Nagasaki, previous-port=Tsushima])
      140,1540: B1<-C11: target-info([day=2, hour=11, minute=0, total-minute=2100, latitude=33.544, longitude=129.4025, x=13, y=9, x-100=1308, y-100=987, id=Seabreeze, entity-type=oil-tanker, value=10, speed=6.0, heading=148, direction=south, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Nagasaki, previous-port=Tsushima])
      140,1541: B1<-C11: target-info([day=2, hour=11, minute=0, total-minute=2100, latitude=34.083429, longitude=129.361667, x=12, y=7, x-100=1294, y-100=751, id=Shinkai, entity-type=oil-tanker, value=10, speed=0.0, heading=271, direction=west, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=true, port-id=Tsushima, previous-port=Fukuoka])
      141,1548: B1<-C11: target-info([day=2, hour=11, minute=15, total-minute=2115, latitude=34.083429, longitude=129.361667, x=12, y=7, x-100=1294, y-100=751, id=Shinkai, entity-type=oil-tanker, value=10, speed=0.0, heading=271, direction=west, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=true, port-id=Tsushima, previous-port=Fukuoka])
      141,1549: B1<-C11: target-info([day=2, hour=11, minute=15, total-minute=2115, latitude=33.532571, longitude=129.41125, x=13, y=9, x-100=1311, y-100=992, id=Seabreeze, entity-type=oil-tanker, value=10, speed=6.0, heading=148, direction=south, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Nagasaki, previous-port=Tsushima])
      142,1557: B1<-C11: target-info([day=2, hour=11, minute=30, total-minute=2130, latitude=33.521143, longitude=129.42, x=13, y=9, x-100=1314, y-100=997, id=Seabreeze, entity-type=oil-tanker, value=10, speed=6.0, heading=148, direction=south, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Nagasaki, previous-port=Tsushima])
      142,1558: B1<-C11: target-info([day=2, hour=11, minute=30, total-minute=2130, latitude=34.076571, longitude=129.35, x=12, y=7, x-100=1290, y-100=754, id=Shinkai, entity-type=oil-tanker, value=10, speed=3.0, heading=193, direction=south, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=none, previous-port=Tsushima])
      143,1568: B1<-C11: target-info([day=2, hour=11, minute=45, total-minute=2145, latitude=33.509714, longitude=129.42875, x=13, y=10, x-100=1317, y-100=1002, id=Seabreeze, entity-type=oil-tanker, value=10, speed=6.0, heading=148, direction=south, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Nagasaki, previous-port=Tsushima])
      143,1569: B1<-C11: target-info([day=2, hour=11, minute=45, total-minute=2145, latitude=34.062857, longitude=129.347083, x=12, y=7, x-100=1289, y-100=760, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=193, direction=south, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=none, previous-port=Tsushima])
      144,1588: B1<-C11: target-info([day=2, hour=12, minute=0, total-minute=2160, latitude=34.049143, longitude=129.344167, x=12, y=7, x-100=1288, y-100=766, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=193, direction=south, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Nagasaki, previous-port=Tsushima])
      144,1589: B1<-C11: target-info([day=2, hour=12, minute=0, total-minute=2160, latitude=33.509714, longitude=129.42875, x=13, y=10, x-100=1317, y-100=1002, id=Seabreeze, entity-type=oil-tanker, value=10, speed=0.0, heading=148, direction=south, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=true, port-id=Nagasaki, previous-port=Tsushima])
      145,1596: B1<-C11: target-info([day=2, hour=12, minute=15, total-minute=2175, latitude=34.035429, longitude=129.34125, x=12, y=7, x-100=1287, y-100=772, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=193, direction=south, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Nagasaki, previous-port=Tsushima])
      145,1597: B1<-C11: target-info([day=2, hour=12, minute=15, total-minute=2175, latitude=33.509714, longitude=129.42875, x=13, y=10, x-100=1317, y-100=1002, id=Seabreeze, entity-type=oil-tanker, value=10, speed=0.0, heading=148, direction=south, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=true, port-id=Nagasaki, previous-port=Tsushima])
      146,1604: B1<-C11: target-info([day=2, hour=12, minute=30, total-minute=2190, latitude=34.021714, longitude=129.338333, x=12, y=7, x-100=1286, y-100=778, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=193, direction=south, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Nagasaki, previous-port=Tsushima])
      146,1605: B1<-C11: target-info([day=2, hour=12, minute=30, total-minute=2190, latitude=33.509714, longitude=129.42875, x=13, y=10, x-100=1317, y-100=1002, id=Seabreeze, entity-type=oil-tanker, value=10, speed=0.0, heading=148, direction=south, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=true, port-id=Nagasaki, previous-port=Tsushima])
      147,1612: B1<-C11: target-info([day=2, hour=12, minute=45, total-minute=2205, latitude=34.008, longitude=129.335417, x=12, y=7, x-100=1285, y-100=784, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=193, direction=south, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Nagasaki, previous-port=Tsushima])
      147,1613: B1<-C11: target-info([day=2, hour=12, minute=45, total-minute=2205, latitude=33.509714, longitude=129.42875, x=13, y=10, x-100=1317, y-100=1002, id=Seabreeze, entity-type=oil-tanker, value=10, speed=0.0, heading=148, direction=south, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=true, port-id=Nagasaki, previous-port=Tsushima])
      148,1620: B1<-C11: target-info([day=2, hour=13, minute=0, total-minute=2220, latitude=33.994286, longitude=129.3325, x=12, y=7, x-100=1284, y-100=790, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=193, direction=south, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Nagasaki, previous-port=Tsushima])
